RefundID,OrderID,CustomerID,TransactionID,RefundAmount,RefundStatus,RefundReason,RequestedDate,ProcessedDate,GatewayReference
REF00000802,ORD0012380,CUST012380,TXN00012380,201.3,NOT_INITIATED,ORDER_CANCELLED,,,GW-52182487
REF00000803,ORD0012428,CUST012428,TXN00012428,1129.32,NOT_INITIATED,ORDER_CANCELLED,,,GW-17401636
REF00000804,ORD0012431,CUST012431,TXN00012431,220.68,NOT_INITIATED,RETURN,,,GW-53020501
REF00000805,ORD0012434,CUST012434,TXN00012434,1319.0,NOT_INITIATED,ORDER_CANCELLED,,,GW-99862416
REF00000806,ORD0012444,CUST012444,TXN00012444,659.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-61326915
REF00000807,ORD0012474,CUST012474,TXN00012474,1732.46,NOT_INITIATED,RETURN,,,GW-75214601
REF00000808,ORD0012487,CUST012487,TXN00012487,819.9,NOT_INITIATED,ORDER_CANCELLED,,,GW-87808828
REF00000809,ORD0012489,CUST012489,TXN00012489,2335.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-56845887
REF00000810,ORD0012516,CUST012516,TXN00012516,356.79,NOT_INITIATED,RETURN,,,GW-59897325
REF00000811,ORD0012532,CUST012532,TXN00012532,412.81,NOT_INITIATED,RETURN,,,GW-44667182
REF00000812,ORD0012534,CUST012534,TXN00012534,603.17,NOT_INITIATED,ORDER_CANCELLED,,,GW-33179724
REF00000813,ORD0012537,CUST012537,TXN00012537,1888.48,NOT_INITIATED,RETURN,,,GW-63536138
REF00000814,ORD0012547,CUST012547,TXN00012547,2085.1,NOT_INITIATED,RETURN,,,GW-59293481
REF00000815,ORD0012553,CUST012553,TXN00012553,1614.91,NOT_INITIATED,ORDER_CANCELLED,,,GW-47861060
REF00000816,ORD0012575,CUST012575,TXN00012575,759.27,NOT_INITIATED,RETURN,,,GW-10750796
REF00000817,ORD0012601,CUST012601,TXN00012601,76.28,NOT_INITIATED,ORDER_CANCELLED,,,GW-74706120
REF00000818,ORD0012602,CUST012602,TXN00012602,1333.43,NOT_INITIATED,ORDER_CANCELLED,,,GW-32655525
REF00000819,ORD0012615,CUST012615,TXN00012615,826.14,NOT_INITIATED,ORDER_CANCELLED,,,GW-84163800
REF00000820,ORD0012619,CUST012619,TXN00012619,285.02,NOT_INITIATED,ORDER_CANCELLED,,,GW-36164349
REF00000821,ORD0012625,CUST012625,TXN00012625,2078.92,NOT_INITIATED,RETURN,,,GW-86690160
REF00000822,ORD0012675,CUST012675,TXN00012675,64.38,NOT_INITIATED,ORDER_CANCELLED,,,GW-67715529
REF00000823,ORD0012683,CUST012683,TXN00012683,2756.52,NOT_INITIATED,ORDER_CANCELLED,,,GW-78727040
REF00000824,ORD0012780,CUST012780,TXN00012780,775.56,NOT_INITIATED,ORDER_CANCELLED,,,GW-59322561
REF00000825,ORD0012834,CUST012834,TXN00012834,230.88,NOT_INITIATED,ORDER_CANCELLED,,,GW-87744677
REF00000826,ORD0012858,CUST012858,TXN00012858,682.79,NOT_INITIATED,ORDER_CANCELLED,,,GW-45568474
REF00000827,ORD0012860,CUST012860,TXN00012860,611.89,NOT_INITIATED,RETURN,,,GW-64870010
REF00000828,ORD0012875,CUST012875,TXN00012875,2373.72,NOT_INITIATED,ORDER_CANCELLED,,,GW-44276032
REF00000829,ORD0012878,CUST012878,TXN00012878,1679.24,NOT_INITIATED,ORDER_CANCELLED,,,GW-27682289
REF00000830,ORD0012880,CUST012880,TXN00012880,1677.5,NOT_INITIATED,RETURN,,,GW-56851145
REF00000831,ORD0012889,CUST012889,TXN00012889,1848.03,NOT_INITIATED,ORDER_CANCELLED,,,GW-26260715
REF00000832,ORD0012896,CUST012896,TXN00012896,1231.13,NOT_INITIATED,ORDER_CANCELLED,,,GW-45493100
REF00000833,ORD0012971,CUST012971,TXN00012971,1486.57,NOT_INITIATED,ORDER_CANCELLED,,,GW-87915144
REF00000834,ORD0012981,CUST012981,TXN00012981,722.83,NOT_INITIATED,ORDER_CANCELLED,,,GW-41130148
REF00000835,ORD0012986,CUST012986,TXN00012986,1587.91,NOT_INITIATED,RETURN,,,GW-86191119
REF00000836,ORD0013003,CUST013003,TXN00013003,123.24,NOT_INITIATED,ORDER_CANCELLED,,,GW-57544693
REF00000837,ORD0013011,CUST013011,TXN00013011,551.17,NOT_INITIATED,RETURN,,,GW-94009648
REF00000838,ORD0013017,CUST013017,TXN00013017,208.7,NOT_INITIATED,ORDER_CANCELLED,,,GW-93264494
REF00000839,ORD0013034,CUST013034,TXN00013034,1605.17,NOT_INITIATED,RETURN,,,GW-49478474
REF00000840,ORD0013054,CUST013054,TXN00013054,2437.96,NOT_INITIATED,RETURN,,,GW-49937595
REF00000841,ORD0013069,CUST013069,TXN00013069,176.41,NOT_INITIATED,RETURN,,,GW-87592037
REF00000842,ORD0013079,CUST013079,TXN00013079,958.0,NOT_INITIATED,ORDER_CANCELLED,,,GW-80085402
REF00000843,ORD0013120,CUST013120,TXN00013120,1055.81,NOT_INITIATED,RETURN,,,GW-51192595
REF00000844,ORD0013123,CUST013123,TXN00013123,310.13,NOT_INITIATED,ORDER_CANCELLED,,,GW-59374781
REF00000845,ORD0013126,CUST013126,TXN00013126,376.2,NOT_INITIATED,RETURN,,,GW-70453476
REF00000846,ORD0013129,CUST013129,TXN00013129,488.22,NOT_INITIATED,ORDER_CANCELLED,,,GW-34908784
REF00000847,ORD0013157,CUST013157,TXN00013157,2739.35,NOT_INITIATED,ORDER_CANCELLED,,,GW-39991536
REF00000848,ORD0013159,CUST013159,TXN00013159,508.88,NOT_INITIATED,ORDER_CANCELLED,,,GW-21860177
REF00000849,ORD0013191,CUST013191,TXN00013191,2796.54,NOT_INITIATED,RETURN,,,GW-28881260
REF00000850,ORD0013198,CUST013198,TXN00013198,922.22,NOT_INITIATED,ORDER_CANCELLED,,,GW-95168457
REF00000851,ORD0013200,CUST013200,TXN00013200,1105.72,NOT_INITIATED,ORDER_CANCELLED,,,GW-95502401
REF00000852,ORD0013214,CUST013214,TXN00013214,723.82,NOT_INITIATED,RETURN,,,GW-50995711
REF00000853,ORD0013226,CUST013226,TXN00013226,2110.01,NOT_INITIATED,RETURN,,,GW-95444521
REF00000854,ORD0013263,CUST013263,TXN00013263,361.87,NOT_INITIATED,ORDER_CANCELLED,,,GW-43760413
REF00000855,ORD0013276,CUST013276,TXN00013276,1085.32,NOT_INITIATED,RETURN,,,GW-30165317
REF00000856,ORD0013331,CUST013331,TXN00013331,2213.07,NOT_INITIATED,RETURN,,,GW-43115686
REF00000857,ORD0013354,CUST013354,TXN00013354,346.27,NOT_INITIATED,RETURN,,,GW-86356424
REF00000858,ORD0013416,CUST013416,TXN00013416,2494.37,NOT_INITIATED,ORDER_CANCELLED,,,GW-26133467
REF00000859,ORD0013427,CUST013427,TXN00013427,2154.48,NOT_INITIATED,ORDER_CANCELLED,,,GW-77397344
REF00000860,ORD0013450,CUST013450,TXN00013450,336.72,NOT_INITIATED,RETURN,,,GW-88531856
REF00000861,ORD0013476,CUST013476,TXN00013476,1682.75,NOT_INITIATED,RETURN,,,GW-20500441
REF00000862,ORD0013479,CUST013479,TXN00013479,387.07,NOT_INITIATED,ORDER_CANCELLED,,,GW-95322997
REF00000863,ORD0013482,CUST013482,TXN00013482,310.49,NOT_INITIATED,RETURN,,,GW-81760798
REF00000864,ORD0013490,CUST013490,TXN00013490,1304.66,NOT_INITIATED,ORDER_CANCELLED,,,GW-69080987
REF00000865,ORD0013505,CUST013505,TXN00013505,2129.93,NOT_INITIATED,RETURN,,,GW-63991127
REF00000866,ORD0013535,CUST013535,TXN00013535,1130.02,NOT_INITIATED,RETURN,,,GW-46416695
REF00000867,ORD0013541,CUST013541,TXN00013541,236.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-99127733
REF00000868,ORD0013548,CUST013548,TXN00013548,664.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-84067010
REF00000869,ORD0013550,CUST013550,TXN00013550,761.02,NOT_INITIATED,ORDER_CANCELLED,,,GW-94938648
REF00000870,ORD0013564,CUST013564,TXN00013564,1327.63,NOT_INITIATED,RETURN,,,GW-46114233
REF00000871,ORD0013574,CUST013574,TXN00013574,48.97,NOT_INITIATED,RETURN,,,GW-70270313
REF00000872,ORD0013598,CUST013598,TXN00013598,2856.53,NOT_INITIATED,ORDER_CANCELLED,,,GW-52703473
REF00000873,ORD0013618,CUST013618,TXN00013618,665.22,NOT_INITIATED,ORDER_CANCELLED,,,GW-95410417
REF00000874,ORD0013622,CUST013622,TXN00013622,2369.52,NOT_INITIATED,RETURN,,,GW-97750399
REF00000875,ORD0013656,CUST013656,TXN00013656,286.47,NOT_INITIATED,RETURN,,,GW-39407505
REF00000876,ORD0013657,CUST013657,TXN00013657,229.51,NOT_INITIATED,RETURN,,,GW-80600733
REF00000877,ORD0013692,CUST013692,TXN00013692,171.56,NOT_INITIATED,RETURN,,,GW-51670773
REF00000878,ORD0013710,CUST013710,TXN00013710,324.5,NOT_INITIATED,RETURN,,,GW-58375246
REF00000879,ORD0013746,CUST013746,TXN00013746,549.42,NOT_INITIATED,RETURN,,,GW-33461316
REF00000880,ORD0013756,CUST013756,TXN00013756,465.33,NOT_INITIATED,RETURN,,,GW-99063202
REF00000881,ORD0013760,CUST013760,TXN00013760,578.69,NOT_INITIATED,ORDER_CANCELLED,,,GW-13804443
REF00000882,ORD0013774,CUST013774,TXN00013774,109.03,NOT_INITIATED,ORDER_CANCELLED,,,GW-18207929
REF00000883,ORD0013811,CUST013811,TXN00013811,801.4,NOT_INITIATED,ORDER_CANCELLED,,,GW-82037589
REF00000884,ORD0013817,CUST013817,TXN00013817,54.11,NOT_INITIATED,RETURN,,,GW-13144352
REF00000885,ORD0013856,CUST013856,TXN00013856,1179.94,NOT_INITIATED,ORDER_CANCELLED,,,GW-54841151
REF00000886,ORD0013881,CUST013881,TXN00013881,431.49,NOT_INITIATED,ORDER_CANCELLED,,,GW-61893255
REF00000887,ORD0013887,CUST013887,TXN00013887,2514.29,NOT_INITIATED,RETURN,,,GW-94160266
REF00000888,ORD0013904,CUST013904,TXN00013904,375.78,NOT_INITIATED,ORDER_CANCELLED,,,GW-82669837
REF00000889,ORD0013937,CUST013937,TXN00013937,222.69,NOT_INITIATED,ORDER_CANCELLED,,,GW-16113027
REF00000890,ORD0013940,CUST013940,TXN00013940,76.14,NOT_INITIATED,ORDER_CANCELLED,,,GW-56182342
REF00000891,ORD0013971,CUST013971,TXN00013971,1407.39,NOT_INITIATED,ORDER_CANCELLED,,,GW-99635502
REF00000892,ORD0013978,CUST013978,TXN00013978,1494.77,NOT_INITIATED,ORDER_CANCELLED,,,GW-93555194
REF00000893,ORD0014000,CUST014000,TXN00014000,1741.23,NOT_INITIATED,ORDER_CANCELLED,,,GW-79991791
REF00000894,ORD0014001,CUST014001,TXN00014001,2643.09,NOT_INITIATED,ORDER_CANCELLED,,,GW-22271777
REF00000895,ORD0014002,CUST014002,TXN00014002,637.94,NOT_INITIATED,ORDER_CANCELLED,,,GW-66263635
REF00000896,ORD0014014,CUST014014,TXN00014014,1831.15,NOT_INITIATED,ORDER_CANCELLED,,,GW-31590606
REF00000897,ORD0014016,CUST014016,TXN00014016,1126.11,NOT_INITIATED,ORDER_CANCELLED,,,GW-49833473
REF00000898,ORD0014019,CUST014019,TXN00014019,247.51,NOT_INITIATED,RETURN,,,GW-14383837
REF00000899,ORD0014029,CUST014029,TXN00014029,2351.08,NOT_INITIATED,RETURN,,,GW-69418001
REF00000900,ORD0014046,CUST014046,TXN00014046,163.04,NOT_INITIATED,RETURN,,,GW-11332736
REF00000901,ORD0014097,CUST014097,TXN00014097,649.56,NOT_INITIATED,RETURN,,,GW-52845458
REF00000902,ORD0014120,CUST014120,TXN00014120,1902.57,NOT_INITIATED,RETURN,,,GW-61028463
REF00000903,ORD0014140,CUST014140,TXN00014140,715.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-64921069
REF00000904,ORD0014171,CUST014171,TXN00014171,783.22,NOT_INITIATED,RETURN,,,GW-58930717
REF00000905,ORD0014181,CUST014181,TXN00014181,1329.32,NOT_INITIATED,RETURN,,,GW-88283289
REF00000906,ORD0014206,CUST014206,TXN00014206,1339.43,NOT_INITIATED,RETURN,,,GW-14573769
REF00000907,ORD0014215,CUST014215,TXN00014215,1183.91,NOT_INITIATED,RETURN,,,GW-17605610
REF00000908,ORD0014258,CUST014258,TXN00014258,362.56,NOT_INITIATED,RETURN,,,GW-15518631
REF00000909,ORD0014274,CUST014274,TXN00014274,366.78,NOT_INITIATED,ORDER_CANCELLED,,,GW-29129799
REF00000910,ORD0014310,CUST014310,TXN00014310,429.06,NOT_INITIATED,RETURN,,,GW-89563347
REF00000911,ORD0014312,CUST014312,TXN00014312,1054.12,NOT_INITIATED,RETURN,,,GW-45787222
REF00000912,ORD0014328,CUST014328,TXN00014328,1258.66,NOT_INITIATED,RETURN,,,GW-50516856
REF00000913,ORD0014336,CUST014336,TXN00014336,1150.1,NOT_INITIATED,RETURN,,,GW-50852692
REF00000914,ORD0014350,CUST014350,TXN00014350,637.51,NOT_INITIATED,RETURN,,,GW-60560974
REF00000915,ORD0014382,CUST014382,TXN00014382,119.47,NOT_INITIATED,RETURN,,,GW-32114993
REF00000916,ORD0014394,CUST014394,TXN00014394,474.07,NOT_INITIATED,RETURN,,,GW-32215688
REF00000917,ORD0014395,CUST014395,TXN00014395,656.73,NOT_INITIATED,RETURN,,,GW-83910970
REF00000918,ORD0014411,CUST014411,TXN00014411,1574.07,NOT_INITIATED,RETURN,,,GW-27615329
REF00000919,ORD0014473,CUST014473,TXN00014473,232.02,NOT_INITIATED,ORDER_CANCELLED,,,GW-65725469
REF00000920,ORD0014496,CUST014496,TXN00014496,587.89,NOT_INITIATED,ORDER_CANCELLED,,,GW-52555480
REF00000921,ORD0014572,CUST014572,TXN00014572,63.76,NOT_INITIATED,ORDER_CANCELLED,,,GW-96370985
REF00000922,ORD0014608,CUST014608,TXN00014608,1155.15,NOT_INITIATED,ORDER_CANCELLED,,,GW-22723527
REF00000923,ORD0014627,CUST014627,TXN00014627,301.31,NOT_INITIATED,RETURN,,,GW-64600826
REF00000924,ORD0014634,CUST014634,TXN00014634,66.06,NOT_INITIATED,ORDER_CANCELLED,,,GW-59223719
REF00000925,ORD0014640,CUST014640,TXN00014640,829.2,NOT_INITIATED,ORDER_CANCELLED,,,GW-16195157
REF00000926,ORD0014647,CUST014647,TXN00014647,642.86,NOT_INITIATED,RETURN,,,GW-90181900
REF00000927,ORD0014648,CUST014648,TXN00014648,568.67,NOT_INITIATED,RETURN,,,GW-71118072
REF00000928,ORD0014663,CUST014663,TXN00014663,203.04,NOT_INITIATED,RETURN,,,GW-88937180
REF00000929,ORD0014669,CUST014669,TXN00014669,1524.39,NOT_INITIATED,RETURN,,,GW-91674300
REF00000930,ORD0014686,CUST014686,TXN00014686,154.65,NOT_INITIATED,ORDER_CANCELLED,,,GW-31509730
REF00000931,ORD0014694,CUST014694,TXN00014694,2937.89,NOT_INITIATED,ORDER_CANCELLED,,,GW-42597560
REF00000932,ORD0014703,CUST014703,TXN00014703,111.66,NOT_INITIATED,ORDER_CANCELLED,,,GW-29249326
REF00000933,ORD0014706,CUST014706,TXN00014706,866.25,NOT_INITIATED,RETURN,,,GW-73180319
REF00000934,ORD0014708,CUST014708,TXN00014708,53.42,NOT_INITIATED,RETURN,,,GW-52630696
REF00000935,ORD0014731,CUST014731,TXN00014731,402.71,NOT_INITIATED,RETURN,,,GW-87125987
REF00000936,ORD0014750,CUST014750,TXN00014750,65.57,NOT_INITIATED,RETURN,,,GW-14799511
REF00000937,ORD0014751,CUST014751,TXN00014751,1399.03,NOT_INITIATED,RETURN,,,GW-46268655
REF00000938,ORD0014753,CUST014753,TXN00014753,877.69,NOT_INITIATED,RETURN,,,GW-66535755
REF00000939,ORD0014773,CUST014773,TXN00014773,201.02,NOT_INITIATED,ORDER_CANCELLED,,,GW-48862398
REF00000940,ORD0014783,CUST014783,TXN00014783,1779.28,NOT_INITIATED,RETURN,,,GW-98569687
REF00000941,ORD0014784,CUST014784,TXN00014784,801.77,NOT_INITIATED,ORDER_CANCELLED,,,GW-28087163
REF00000942,ORD0014795,CUST014795,TXN00014795,166.37,NOT_INITIATED,ORDER_CANCELLED,,,GW-34933843
REF00000943,ORD0014862,CUST014862,TXN00014862,2078.15,NOT_INITIATED,RETURN,,,GW-22952019
REF00000944,ORD0014892,CUST014892,TXN00014892,2170.91,NOT_INITIATED,ORDER_CANCELLED,,,GW-83011427
REF00000945,ORD0014965,CUST014965,TXN00014965,1607.85,NOT_INITIATED,ORDER_CANCELLED,,,GW-10643159
REF00000946,ORD0014973,CUST014973,TXN00014973,738.76,NOT_INITIATED,RETURN,,,GW-93818273
REF00000947,ORD0014998,CUST014998,TXN00014998,1330.2,NOT_INITIATED,RETURN,,,GW-16586557
REF00000948,ORD0015009,CUST015009,TXN00015009,1548.88,NOT_INITIATED,RETURN,,,GW-23003989
REF00000949,ORD0015035,CUST015035,TXN00015035,163.24,NOT_INITIATED,RETURN,,,GW-41123038
REF00000950,ORD0015057,CUST015057,TXN00015057,580.33,NOT_INITIATED,RETURN,,,GW-21227269
REF00000951,ORD0015060,CUST015060,TXN00015060,575.79,NOT_INITIATED,ORDER_CANCELLED,,,GW-65510568
REF00000952,ORD0015063,CUST015063,TXN00015063,482.3,NOT_INITIATED,RETURN,,,GW-16318525
REF00000953,ORD0015094,CUST015094,TXN00015094,82.05,NOT_INITIATED,RETURN,,,GW-87169231
REF00000954,ORD0015130,CUST015130,TXN00015130,1848.47,NOT_INITIATED,RETURN,,,GW-68492097
REF00000955,ORD0015141,CUST015141,TXN00015141,729.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-28199514
REF00000956,ORD0015144,CUST015144,TXN00015144,2648.62,NOT_INITIATED,ORDER_CANCELLED,,,GW-52439628
REF00000957,ORD0015145,CUST015145,TXN00015145,1645.15,NOT_INITIATED,ORDER_CANCELLED,,,GW-54144940
REF00000958,ORD0015153,CUST015153,TXN00015153,102.67,NOT_INITIATED,ORDER_CANCELLED,,,GW-11053503
REF00000959,ORD0015169,CUST015169,TXN00015169,519.42,NOT_INITIATED,ORDER_CANCELLED,,,GW-14798957
REF00000960,ORD0015184,CUST015184,TXN00015184,84.91,NOT_INITIATED,ORDER_CANCELLED,,,GW-39953419
REF00000961,ORD0015191,CUST015191,TXN00015191,568.92,NOT_INITIATED,RETURN,,,GW-92890104
REF00000962,ORD0015220,CUST015220,TXN00015220,331.49,NOT_INITIATED,ORDER_CANCELLED,,,GW-52855265
REF00000963,ORD0015221,CUST015221,TXN00015221,852.51,NOT_INITIATED,RETURN,,,GW-72526528
REF00000964,ORD0015222,CUST015222,TXN00015222,268.55,NOT_INITIATED,RETURN,,,GW-93615985
REF00000965,ORD0015246,CUST015246,TXN00015246,1720.83,NOT_INITIATED,ORDER_CANCELLED,,,GW-27781550
REF00000966,ORD0015265,CUST015265,TXN00015265,393.57,NOT_INITIATED,ORDER_CANCELLED,,,GW-75681463
REF00000967,ORD0015274,CUST015274,TXN00015274,1745.93,NOT_INITIATED,RETURN,,,GW-16677560
REF00000968,ORD0015295,CUST015295,TXN00015295,958.47,NOT_INITIATED,ORDER_CANCELLED,,,GW-12624774
REF00000969,ORD0015299,CUST015299,TXN00015299,1553.74,NOT_INITIATED,RETURN,,,GW-63915488
REF00000970,ORD0015327,CUST015327,TXN00015327,1197.86,NOT_INITIATED,ORDER_CANCELLED,,,GW-98010361
REF00000971,ORD0015328,CUST015328,TXN00015328,592.68,NOT_INITIATED,RETURN,,,GW-15186842
REF00000972,ORD0015334,CUST015334,TXN00015334,773.93,NOT_INITIATED,ORDER_CANCELLED,,,GW-11352555
REF00000973,ORD0015346,CUST015346,TXN00015346,1079.96,NOT_INITIATED,ORDER_CANCELLED,,,GW-25477903
REF00000974,ORD0015348,CUST015348,TXN00015348,355.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-54265316
REF00000975,ORD0015353,CUST015353,TXN00015353,208.7,NOT_INITIATED,ORDER_CANCELLED,,,GW-46633982
REF00000976,ORD0015357,CUST015357,TXN00015357,1942.61,NOT_INITIATED,ORDER_CANCELLED,,,GW-81899011
REF00000977,ORD0015359,CUST015359,TXN00015359,366.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-35834150
REF00000978,ORD0015366,CUST015366,TXN00015366,1071.27,NOT_INITIATED,RETURN,,,GW-36102724
REF00000979,ORD0015367,CUST015367,TXN00015367,730.89,NOT_INITIATED,ORDER_CANCELLED,,,GW-50910169
REF00000980,ORD0015372,CUST015372,TXN00015372,1819.46,NOT_INITIATED,ORDER_CANCELLED,,,GW-35285594
REF00000981,ORD0015402,CUST015402,TXN00015402,410.45,NOT_INITIATED,ORDER_CANCELLED,,,GW-46048267
REF00000982,ORD0015405,CUST015405,TXN00015405,83.33,NOT_INITIATED,RETURN,,,GW-16875541
REF00000983,ORD0015420,CUST015420,TXN00015420,1027.38,NOT_INITIATED,ORDER_CANCELLED,,,GW-86401418
REF00000984,ORD0015428,CUST015428,TXN00015428,1170.33,NOT_INITIATED,RETURN,,,GW-92548300
REF00000985,ORD0015429,CUST015429,TXN00015429,2310.64,NOT_INITIATED,RETURN,,,GW-53184917
REF00000986,ORD0015455,CUST015455,TXN00015455,128.63,NOT_INITIATED,ORDER_CANCELLED,,,GW-57508939
REF00000987,ORD0015468,CUST015468,TXN00015468,2152.5,NOT_INITIATED,ORDER_CANCELLED,,,GW-42379582
REF00000988,ORD0015470,CUST015470,TXN00015470,203.53,NOT_INITIATED,ORDER_CANCELLED,,,GW-27490431
REF00000989,ORD0015483,CUST015483,TXN00015483,361.5,NOT_INITIATED,RETURN,,,GW-49879286
REF00000990,ORD0015487,CUST015487,TXN00015487,172.42,NOT_INITIATED,RETURN,,,GW-83595920
REF00000991,ORD0015499,CUST015499,TXN00015499,741.56,NOT_INITIATED,RETURN,,,GW-79964351
REF00000992,ORD0015533,CUST015533,TXN00015533,1374.57,NOT_INITIATED,ORDER_CANCELLED,,,GW-16723328
REF00000993,ORD0015540,CUST015540,TXN00015540,2256.84,NOT_INITIATED,ORDER_CANCELLED,,,GW-78710976
REF00000994,ORD0015569,CUST015569,TXN00015569,1791.42,NOT_INITIATED,ORDER_CANCELLED,,,GW-19109524
REF00000995,ORD0015574,CUST015574,TXN00015574,809.12,NOT_INITIATED,RETURN,,,GW-14064450
REF00000996,ORD0015588,CUST015588,TXN00015588,140.53,NOT_INITIATED,RETURN,,,GW-30610105
REF00000997,ORD0015594,CUST015594,TXN00015594,320.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-88282848
REF00000998,ORD0015599,CUST015599,TXN00015599,1037.19,NOT_INITIATED,ORDER_CANCELLED,,,GW-27720951
REF00000999,ORD0015620,CUST015620,TXN00015620,397.71,NOT_INITIATED,RETURN,,,GW-49214139
REF00001000,ORD0015664,CUST015664,TXN00015664,1635.94,NOT_INITIATED,RETURN,,,GW-99912587
REF00001001,ORD0015678,CUST015678,TXN00015678,171.76,NOT_INITIATED,RETURN,,,GW-77328455
REF00001002,ORD0015687,CUST015687,TXN00015687,577.83,NOT_INITIATED,RETURN,,,GW-46719599
REF00001003,ORD0015691,CUST015691,TXN00015691,143.13,NOT_INITIATED,RETURN,,,GW-33075918
REF00001004,ORD0015701,CUST015701,TXN00015701,1868.77,NOT_INITIATED,ORDER_CANCELLED,,,GW-30719578
REF00001005,ORD0015710,CUST015710,TXN00015710,941.01,NOT_INITIATED,ORDER_CANCELLED,,,GW-12436891
REF00001006,ORD0015718,CUST015718,TXN00015718,431.57,NOT_INITIATED,RETURN,,,GW-80590060
REF00001007,ORD0015764,CUST015764,TXN00015764,887.73,NOT_INITIATED,ORDER_CANCELLED,,,GW-36576978
REF00001008,ORD0015778,CUST015778,TXN00015778,2284.68,NOT_INITIATED,RETURN,,,GW-93964591
REF00001009,ORD0015798,CUST015798,TXN00015798,641.47,NOT_INITIATED,ORDER_CANCELLED,,,GW-48419886
REF00001010,ORD0015834,CUST015834,TXN00015834,41.12,NOT_INITIATED,ORDER_CANCELLED,,,GW-78235006
REF00001011,ORD0015855,CUST015855,TXN00015855,610.55,NOT_INITIATED,RETURN,,,GW-52444164
REF00001012,ORD0015861,CUST015861,TXN00015861,482.85,NOT_INITIATED,RETURN,,,GW-93688043
REF00001013,ORD0015873,CUST015873,TXN00015873,2063.54,NOT_INITIATED,RETURN,,,GW-15640184
REF00001014,ORD0015874,CUST015874,TXN00015874,441.22,NOT_INITIATED,RETURN,,,GW-29161629
REF00001015,ORD0015908,CUST015908,TXN00015908,907.25,NOT_INITIATED,ORDER_CANCELLED,,,GW-71270154
REF00001016,ORD0015916,CUST015916,TXN00015916,60.21,NOT_INITIATED,ORDER_CANCELLED,,,GW-32225727
REF00001017,ORD0015940,CUST015940,TXN00015940,818.44,NOT_INITIATED,RETURN,,,GW-99596927
REF00001018,ORD0015975,CUST015975,TXN00015975,1074.43,NOT_INITIATED,RETURN,,,GW-25793388
REF00001019,ORD0015991,CUST015991,TXN00015991,1671.84,NOT_INITIATED,RETURN,,,GW-97549122
REF00001020,ORD0015997,CUST015997,TXN00015997,977.44,NOT_INITIATED,RETURN,,,GW-59462268
REF00001021,ORD0016008,CUST016008,TXN00016008,1325.0,NOT_INITIATED,RETURN,,,GW-26684124
REF00001022,ORD0016011,CUST016011,TXN00016011,895.47,NOT_INITIATED,RETURN,,,GW-22800654
REF00001023,ORD0016019,CUST016019,TXN00016019,2774.12,NOT_INITIATED,ORDER_CANCELLED,,,GW-47345246
REF00001024,ORD0016040,CUST016040,TXN00016040,269.42,NOT_INITIATED,RETURN,,,GW-75295528
REF00001025,ORD0016053,CUST016053,TXN00016053,581.55,NOT_INITIATED,ORDER_CANCELLED,,,GW-71984454
REF00001026,ORD0016055,CUST016055,TXN00016055,1230.37,NOT_INITIATED,ORDER_CANCELLED,,,GW-99739567
REF00001027,ORD0016068,CUST016068,TXN00016068,870.22,NOT_INITIATED,RETURN,,,GW-16175066
REF00001028,ORD0016069,CUST016069,TXN00016069,2138.38,NOT_INITIATED,RETURN,,,GW-44510663
REF00001029,ORD0016094,CUST016094,TXN00016094,826.96,NOT_INITIATED,ORDER_CANCELLED,,,GW-85176774
REF00001030,ORD0016104,CUST016104,TXN00016104,231.85,NOT_INITIATED,RETURN,,,GW-96725738
REF00001031,ORD0016113,CUST016113,TXN00016113,1891.44,NOT_INITIATED,ORDER_CANCELLED,,,GW-48478377
REF00001032,ORD0016129,CUST016129,TXN00016129,1948.71,NOT_INITIATED,ORDER_CANCELLED,,,GW-31347854
REF00001033,ORD0016149,CUST016149,TXN00016149,1341.77,NOT_INITIATED,RETURN,,,GW-25082259
REF00001034,ORD0016152,CUST016152,TXN00016152,603.18,NOT_INITIATED,RETURN,,,GW-71915917
REF00001035,ORD0016194,CUST016194,TXN00016194,512.14,NOT_INITIATED,ORDER_CANCELLED,,,GW-28848429
REF00001036,ORD0016199,CUST016199,TXN00016199,860.49,NOT_INITIATED,RETURN,,,GW-67605837
REF00001037,ORD0016203,CUST016203,TXN00016203,325.98,NOT_INITIATED,RETURN,,,GW-13852052
REF00001038,ORD0016211,CUST016211,TXN00016211,234.98,NOT_INITIATED,ORDER_CANCELLED,,,GW-71032780
REF00001039,ORD0016297,CUST016297,TXN00016297,685.46,NOT_INITIATED,ORDER_CANCELLED,,,GW-65468586
REF00001040,ORD0016300,CUST016300,TXN00016300,1830.81,NOT_INITIATED,RETURN,,,GW-70175614
REF00001041,ORD0016318,CUST016318,TXN00016318,570.49,NOT_INITIATED,ORDER_CANCELLED,,,GW-42366529
