DeliveryID,OrderID,TrackingID,DeliveryStatus,ExpectedDate,ActualDeliveryDate,Courier,DeliveryAttempts,DeliveryProof
DEL00016319,ORD0016319,TRK25710027,SHIPPED,2023-02-28,,Delhivery,1,
DEL00016320,ORD0016320,TRK49802362,DELIVERED,2022-03-22,2022-03-21,XpressBees,1,OTP
DEL00016321,ORD0016321,TRK50678094,DELIVERED,2023-04-07,2023-04-04,Delhivery,1,OTP
DEL00016322,ORD0016322,TRK21959712,DELIVERED,2020-07-22,2020-07-23,Ecom Express,1,Photo
DEL00016323,ORD0016323,TRK84470211,DELIVERED,2024-01-23,2024-01-18,DTDC,1,Signature
DEL00016324,ORD0016324,TRK55011744,DELIVERED,2021-02-12,2021-02-06,Delhivery,1,Photo
DEL00016325,ORD0016325,TRK50195174,DELIVERED,2024-02-01,2024-01-28,Ecom Express,1,OTP
DEL00016326,ORD0016326,TRK50002920,DELIVERED,2020-10-03,2020-10-02,Delhivery,1,Photo
DEL00016327,ORD0016327,TRK74734790,DELIVERED,2020-07-28,2020-07-27,Delhivery,1,Photo
DEL00016328,ORD0016328,TRK25794404,DELIVERED,2022-12-05,2022-12-05,Delhivery,1,Photo
DEL00016329,ORD0016329,TRK99820898,CANCELLED,2023-07-22,,XpressBees,1,
DEL00016330,ORD0016330,TRK66329658,CANCELLED,2024-09-23,,DTDC,1,
DEL00016331,ORD0016331,TRK58136682,DELIVERED,2022-05-22,2022-05-23,XpressBees,1,Photo
DEL00016332,ORD0016332,TRK74850002,DELIVERED,2020-04-08,2020-04-08,DTDC,1,Signature
DEL00016333,ORD0016333,TRK69699224,DELIVERED,2022-12-08,2022-12-07,BlueDart,1,OTP
DEL00016334,ORD0016334,TRK60890156,NOT_DISPATCHED,2024-02-03,,Ecom Express,1,
DEL00016335,ORD0016335,TRK30687576,DELIVERED,2021-01-17,2021-01-18,DTDC,1,OTP
DEL00016336,ORD0016336,TRK49054437,DELIVERED,2023-02-10,2023-02-10,DTDC,1,Photo
DEL00016337,ORD0016337,TRK33678253,DELIVERED,2023-09-20,2023-09-14,BlueDart,1,Photo
DEL00016338,ORD0016338,TRK26786382,DELIVERED,2020-03-11,2020-03-08,BlueDart,1,Photo
DEL00016339,ORD0016339,TRK36625167,DELIVERED,2021-01-06,2021-01-01,DTDC,1,Photo
DEL00016340,ORD0016340,TRK25345352,DELIVERED,2022-04-02,2022-04-03,Delhivery,1,Photo
DEL00016341,ORD0016341,TRK50614712,NOT_DISPATCHED,2024-02-20,,XpressBees,1,
DEL00016342,ORD0016342,TRK95889264,DELIVERED,2024-08-01,2024-08-02,Delhivery,1,Signature
DEL00016343,ORD0016343,TRK54553188,SHIPPED,2022-11-20,,BlueDart,1,
DEL00016344,ORD0016344,TRK93028821,DELIVERED,2021-06-25,2021-06-27,XpressBees,1,OTP
DEL00016345,ORD0016345,TRK24477604,DELIVERED,2022-12-25,2022-12-27,BlueDart,1,Photo
DEL00016346,ORD0016346,TRK73547270,DELIVERED,2021-05-12,2021-05-10,DTDC,1,OTP
DEL00016347,ORD0016347,TRK97656222,DELIVERED,2023-07-23,2023-07-24,BlueDart,1,Signature
DEL00016348,ORD0016348,TRK19864502,DELIVERED,2020-08-23,2020-08-21,Ecom Express,1,OTP
DEL00016349,ORD0016349,TRK28600636,SHIPPED,2022-11-13,,XpressBees,1,
DEL00016350,ORD0016350,TRK25170722,DELIVERED,2020-01-07,2020-01-06,Ecom Express,1,Signature
DEL00016351,ORD0016351,TRK92633049,DELIVERED,2023-12-19,2023-12-18,BlueDart,1,Signature
DEL00016352,ORD0016352,TRK11089283,DELIVERED,2024-10-23,2024-10-26,XpressBees,1,OTP
DEL00016353,ORD0016353,TRK67153187,DELIVERED,2022-07-01,2022-07-06,Ecom Express,1,Signature
DEL00016354,ORD0016354,TRK28285981,SHIPPED,2020-11-08,,Delhivery,1,
DEL00016355,ORD0016355,TRK70154179,DELIVERED,2021-03-09,2021-03-10,DTDC,1,OTP
DEL00016356,ORD0016356,TRK22136392,DELIVERED,2020-05-22,2020-05-18,BlueDart,1,OTP
DEL00016357,ORD0016357,TRK64931787,DELIVERED,2021-06-02,2021-05-31,DTDC,1,OTP
DEL00016358,ORD0016358,TRK23110874,DELIVERED,2020-07-17,2020-07-16,XpressBees,1,Photo
DEL00016359,ORD0016359,TRK71518662,DELIVERED,2024-06-01,2024-05-28,DTDC,1,Photo
DEL00016360,ORD0016360,TRK51161930,DELIVERED,2023-12-14,2023-12-16,BlueDart,1,Signature
DEL00016361,ORD0016361,TRK62860792,SHIPPED,2022-05-24,,DTDC,1,
DEL00016362,ORD0016362,TRK26003893,DELIVERED,2023-02-17,2023-02-22,XpressBees,1,Signature
DEL00016363,ORD0016363,TRK70884789,DELIVERED,2021-10-29,2021-10-31,XpressBees,1,Photo
DEL00016364,ORD0016364,TRK91155590,DELIVERED,2020-08-03,2020-07-30,Ecom Express,1,Photo
DEL00016365,ORD0016365,TRK79573144,DELIVERED,2022-08-14,2022-08-16,DTDC,1,OTP
DEL00016366,ORD0016366,TRK49107394,DELIVERED,2022-11-29,2022-11-27,Ecom Express,1,Signature
DEL00016367,ORD0016367,TRK50433240,DELIVERED,2021-10-17,2021-10-14,Delhivery,1,OTP
DEL00016368,ORD0016368,TRK79953593,DELIVERED,2023-09-06,2023-09-09,BlueDart,1,OTP
DEL00016369,ORD0016369,TRK65017109,DELIVERED,2020-05-03,2020-05-02,DTDC,1,Signature
DEL00016370,ORD0016370,TRK54591557,CANCELLED,2021-09-25,,BlueDart,1,
DEL00016371,ORD0016371,TRK42993142,DELIVERED,2021-06-12,2021-06-09,Ecom Express,1,Signature
DEL00016372,ORD0016372,TRK19207647,NOT_DISPATCHED,2024-05-30,,DTDC,1,
DEL00016373,ORD0016373,TRK54836109,DELIVERED,2022-02-14,2022-02-13,Ecom Express,1,Photo
DEL00016374,ORD0016374,TRK98467318,DELIVERED,2023-01-20,2023-01-21,DTDC,1,OTP
DEL00016375,ORD0016375,TRK31312236,DELIVERED,2021-06-01,2021-05-29,BlueDart,1,OTP
DEL00016376,ORD0016376,TRK15134090,DELIVERED,2020-02-21,2020-02-17,DTDC,1,OTP
DEL00016377,ORD0016377,TRK93919559,NOT_DISPATCHED,2022-02-13,,Ecom Express,1,
DEL00016378,ORD0016378,TRK44827212,NOT_DISPATCHED,2022-01-14,,DTDC,1,
DEL00016379,ORD0016379,TRK54688812,DELIVERED,2024-09-14,2024-09-17,DTDC,1,OTP
DEL00016380,ORD0016380,TRK99578796,SHIPPED,2021-06-07,,Ecom Express,1,
DEL00016381,ORD0016381,TRK99436435,DELIVERED,2023-08-03,2023-08-05,XpressBees,1,Photo
DEL00016382,ORD0016382,TRK62149245,DELIVERED,2023-11-08,2023-11-07,XpressBees,1,Signature
DEL00016383,ORD0016383,TRK49162473,DELIVERED,2024-07-26,2024-07-22,DTDC,1,Signature
DEL00016384,ORD0016384,TRK63274131,DELIVERED,2020-05-20,2020-05-14,Ecom Express,1,OTP
DEL00016385,ORD0016385,TRK35833098,DELIVERED,2024-08-19,2024-08-24,BlueDart,1,Signature
DEL00016386,ORD0016386,TRK96788621,DELIVERED,2020-09-07,2020-09-11,Ecom Express,1,Photo
DEL00016387,ORD0016387,TRK39267889,SHIPPED,2024-08-04,,Delhivery,1,
DEL00016388,ORD0016388,TRK68367667,DELIVERED,2023-09-08,2023-09-05,Delhivery,1,Photo
DEL00016389,ORD0016389,TRK98101714,DELIVERED,2021-03-15,2021-03-18,XpressBees,1,Photo
DEL00016390,ORD0016390,TRK44265921,DELIVERED,2023-04-18,2023-04-21,Ecom Express,1,Photo
DEL00016391,ORD0016391,TRK14297259,DELIVERED,2021-11-18,2021-11-20,Ecom Express,1,Photo
DEL00016392,ORD0016392,TRK47834449,NOT_DISPATCHED,2021-08-10,,XpressBees,1,
DEL00016393,ORD0016393,TRK13407792,DELIVERED,2020-12-21,2020-12-22,BlueDart,1,OTP
DEL00016394,ORD0016394,TRK74868833,DELIVERED,2020-05-27,2020-05-26,Delhivery,1,Photo
DEL00016395,ORD0016395,TRK52192932,DELIVERED,2022-08-27,2022-08-25,Delhivery,1,Signature
DEL00016396,ORD0016396,TRK49846726,NOT_DISPATCHED,2022-03-17,,DTDC,1,
DEL00016397,ORD0016397,TRK16886279,SHIPPED,2023-11-26,,DTDC,1,
DEL00016398,ORD0016398,TRK67879210,DELIVERED,2024-07-12,2024-07-10,Delhivery,1,Signature
DEL00016399,ORD0016399,TRK76793317,SHIPPED,2021-12-24,,XpressBees,1,
DEL00016400,ORD0016400,TRK93487734,DELIVERED,2021-10-08,2021-10-07,Ecom Express,1,OTP
DEL00016401,ORD0016401,TRK36412689,DELIVERED,2023-10-29,2023-10-31,Delhivery,1,OTP
DEL00016402,ORD0016402,TRK73921112,DELIVERED,2021-05-19,2021-05-21,Ecom Express,1,Photo
DEL00016403,ORD0016403,TRK93022055,DELIVERED,2024-07-05,2024-07-10,DTDC,1,OTP
DEL00016404,ORD0016404,TRK29077568,DELIVERED,2021-01-06,2021-01-06,XpressBees,1,Signature
DEL00016405,ORD0016405,TRK36751331,DELIVERED,2024-05-28,2024-05-27,DTDC,1,Signature
DEL00016406,ORD0016406,TRK96982113,DELIVERED,2023-11-09,2023-11-13,Delhivery,1,OTP
DEL00016407,ORD0016407,TRK20244655,DELIVERED,2023-01-18,2023-01-21,Delhivery,1,OTP
DEL00016408,ORD0016408,TRK99596118,DELIVERED,2022-03-02,2022-03-02,BlueDart,1,Photo
DEL00016409,ORD0016409,TRK89790941,DELIVERED,2022-01-11,2022-01-13,BlueDart,1,Signature
DEL00016410,ORD0016410,TRK81163399,DELIVERED,2024-01-25,2024-01-25,Ecom Express,1,Photo
DEL00016411,ORD0016411,TRK64403163,DELIVERED,2022-08-14,2022-08-11,DTDC,1,Signature
DEL00016412,ORD0016412,TRK16241053,DELIVERED,2023-09-17,2023-09-12,Delhivery,1,Photo
DEL00016413,ORD0016413,TRK82762383,DELIVERED,2021-06-10,2021-06-12,BlueDart,1,Signature
DEL00016414,ORD0016414,TRK39616617,DELIVERED,2021-05-05,2021-05-05,Ecom Express,1,Photo
DEL00016415,ORD0016415,TRK83558988,DELIVERED,2021-02-02,2021-02-06,DTDC,1,Signature
DEL00016416,ORD0016416,TRK34167493,DELIVERED,2022-06-16,2022-06-21,BlueDart,1,OTP
DEL00016417,ORD0016417,TRK16636132,DELIVERED,2020-12-22,2020-12-27,Delhivery,1,Photo
DEL00016418,ORD0016418,TRK85783290,DELIVERED,2022-08-08,2022-08-07,BlueDart,1,OTP
DEL00016419,ORD0016419,TRK43195129,SHIPPED,2020-10-21,,Ecom Express,1,
DEL00016420,ORD0016420,TRK76416466,DELIVERED,2024-01-24,2024-01-29,BlueDart,1,Photo
DEL00016421,ORD0016421,TRK99039552,DELIVERED,2024-07-11,2024-07-11,DTDC,1,OTP
DEL00016422,ORD0016422,TRK15043044,DELIVERED,2022-09-30,2022-09-28,Delhivery,1,Signature
DEL00016423,ORD0016423,TRK82005889,SHIPPED,2021-06-22,,BlueDart,1,
DEL00016424,ORD0016424,TRK85208552,DELIVERED,2023-08-13,2023-08-08,XpressBees,1,Photo
DEL00016425,ORD0016425,TRK47947739,DELIVERED,2022-05-07,2022-05-02,Delhivery,1,OTP
DEL00016426,ORD0016426,TRK43879941,DELIVERED,2022-04-23,2022-04-22,Delhivery,1,Signature
DEL00016427,ORD0016427,TRK20060662,SHIPPED,2020-06-23,,Ecom Express,1,
DEL00016428,ORD0016428,TRK39304549,DELIVERED,2022-08-10,2022-08-13,XpressBees,1,OTP
DEL00016429,ORD0016429,TRK10632735,DELIVERED,2021-09-18,2021-09-16,XpressBees,1,OTP
DEL00016430,ORD0016430,TRK26753663,DELIVERED,2021-03-05,2021-03-10,XpressBees,1,Signature
DEL00016431,ORD0016431,TRK94400853,DELIVERED,2024-09-24,2024-09-22,BlueDart,1,OTP
DEL00016432,ORD0016432,TRK94375621,SHIPPED,2021-05-08,,XpressBees,1,
DEL00016433,ORD0016433,TRK26115165,DELIVERED,2020-12-25,2020-12-27,DTDC,1,Photo
DEL00016434,ORD0016434,TRK69900644,DELIVERED,2020-07-19,2020-07-21,XpressBees,1,Signature
DEL00016435,ORD0016435,TRK29978977,DELIVERED,2021-07-04,2021-06-29,Delhivery,1,OTP
DEL00016436,ORD0016436,TRK98680825,SHIPPED,2021-12-19,,DTDC,1,
DEL00016437,ORD0016437,TRK21806136,DELIVERED,2022-04-06,2022-04-04,DTDC,1,Signature
DEL00016438,ORD0016438,TRK97889104,DELIVERED,2022-07-22,2022-07-23,BlueDart,1,Signature
DEL00016439,ORD0016439,TRK19532259,DELIVERED,2024-09-18,2024-09-18,Ecom Express,1,OTP
DEL00016440,ORD0016440,TRK91788815,DELIVERED,2022-10-06,2022-10-01,Ecom Express,1,OTP
DEL00016441,ORD0016441,TRK73603980,SHIPPED,2021-10-24,,Delhivery,1,
DEL00016442,ORD0016442,TRK57843125,DELIVERED,2022-08-03,2022-08-02,BlueDart,1,OTP
DEL00016443,ORD0016443,TRK46169277,DELIVERED,2022-02-21,2022-02-23,XpressBees,1,Photo
DEL00016444,ORD0016444,TRK44504710,DELIVERED,2020-01-15,2020-01-13,BlueDart,1,Photo
DEL00016445,ORD0016445,TRK32373566,DELIVERED,2024-05-30,2024-05-31,Delhivery,1,Photo
DEL00016446,ORD0016446,TRK25267284,RETURNED,2023-07-06,,Ecom Express,1,
DEL00016447,ORD0016447,TRK63245108,DELIVERED,2021-02-03,2021-02-05,Ecom Express,1,OTP
DEL00016448,ORD0016448,TRK25025681,DELIVERED,2022-01-05,2022-01-07,DTDC,1,Signature
DEL00016449,ORD0016449,TRK88625276,DELIVERED,2021-02-19,2021-02-18,Delhivery,1,Photo
DEL00016450,ORD0016450,TRK98433065,DELIVERED,2021-01-03,2021-01-03,DTDC,1,Photo
DEL00016451,ORD0016451,TRK36837334,RETURNED,2023-07-11,,BlueDart,1,
DEL00016452,ORD0016452,TRK29604557,NOT_DISPATCHED,2022-10-25,,XpressBees,1,
DEL00016453,ORD0016453,TRK90565035,DELIVERED,2020-03-31,2020-03-30,DTDC,1,Photo
DEL00016454,ORD0016454,TRK73585708,DELIVERED,2020-06-09,2020-06-06,XpressBees,1,Signature
DEL00016455,ORD0016455,TRK20436580,DELIVERED,2024-08-16,2024-08-14,Ecom Express,1,OTP
DEL00016456,ORD0016456,TRK96414828,SHIPPED,2023-04-18,,Ecom Express,1,
DEL00016457,ORD0016457,TRK77431908,DELIVERED,2021-12-11,2021-12-08,XpressBees,1,OTP
DEL00016458,ORD0016458,TRK30606919,DELIVERED,2021-04-20,2021-04-22,XpressBees,1,Signature
DEL00016459,ORD0016459,TRK67210355,DELIVERED,2021-09-16,2021-09-12,Delhivery,1,OTP
DEL00016460,ORD0016460,TRK81118087,DELIVERED,2023-12-22,2023-12-21,BlueDart,1,Signature
DEL00016461,ORD0016461,TRK99832591,DELIVERED,2020-05-15,2020-05-15,XpressBees,1,OTP
DEL00016462,ORD0016462,TRK66406096,CANCELLED,2022-03-01,,XpressBees,1,
DEL00016463,ORD0016463,TRK35287285,DELIVERED,2022-06-30,2022-06-27,BlueDart,1,Signature
DEL00016464,ORD0016464,TRK69698209,SHIPPED,2022-05-19,,Delhivery,1,
DEL00016465,ORD0016465,TRK87328513,RETURNED,2023-11-11,,BlueDart,1,
DEL00016466,ORD0016466,TRK89364607,SHIPPED,2021-11-04,,Ecom Express,1,
DEL00016467,ORD0016467,TRK62592634,DELIVERED,2020-10-08,2020-10-06,XpressBees,1,Photo
DEL00016468,ORD0016468,TRK31968230,DELIVERED,2023-06-15,2023-06-16,DTDC,1,Signature
DEL00016469,ORD0016469,TRK81376195,SHIPPED,2024-11-13,,DTDC,1,
DEL00016470,ORD0016470,TRK78896046,SHIPPED,2022-06-02,,Delhivery,1,
DEL00016471,ORD0016471,TRK22378661,DELIVERED,2020-01-18,2020-01-17,Delhivery,1,OTP
DEL00016472,ORD0016472,TRK84204708,DELIVERED,2020-12-10,2020-12-13,Delhivery,1,Signature
DEL00016473,ORD0016473,TRK11004953,DELIVERED,2020-02-11,2020-02-05,BlueDart,1,Signature
DEL00016474,ORD0016474,TRK43511472,DELIVERED,2021-07-18,2021-07-19,DTDC,1,Signature
DEL00016475,ORD0016475,TRK70133132,DELIVERED,2023-05-28,2023-05-24,Ecom Express,1,OTP
DEL00016476,ORD0016476,TRK11329241,DELIVERED,2023-12-10,2023-12-13,DTDC,1,Signature
DEL00016477,ORD0016477,TRK55930030,DELIVERED,2021-02-10,2021-02-13,Delhivery,1,Signature
DEL00016478,ORD0016478,TRK71223557,DELIVERED,2024-03-01,2024-03-04,Ecom Express,1,OTP
DEL00016479,ORD0016479,TRK21138535,DELIVERED,2021-10-26,2021-10-23,BlueDart,1,Signature
DEL00016480,ORD0016480,TRK63451633,DELIVERED,2020-06-10,2020-06-11,Ecom Express,1,OTP
DEL00016481,ORD0016481,TRK66468795,DELIVERED,2022-08-19,2022-08-18,BlueDart,1,Photo
DEL00016482,ORD0016482,TRK79295897,SHIPPED,2024-07-20,,BlueDart,1,
DEL00016483,ORD0016483,TRK77160485,DELIVERED,2023-02-10,2023-02-09,Ecom Express,1,Photo
DEL00016484,ORD0016484,TRK11611446,DELIVERED,2021-07-04,2021-07-03,Ecom Express,1,OTP
DEL00016485,ORD0016485,TRK65874437,SHIPPED,2024-12-24,,Ecom Express,1,
DEL00016486,ORD0016486,TRK74169843,DELIVERED,2024-04-01,2024-04-04,Ecom Express,1,OTP
DEL00016487,ORD0016487,TRK77100518,DELIVERED,2022-09-13,2022-09-17,BlueDart,1,Photo
DEL00016488,ORD0016488,TRK86944353,DELIVERED,2023-10-06,2023-10-09,XpressBees,1,Signature
DEL00016489,ORD0016489,TRK81491190,DELIVERED,2024-11-05,2024-11-05,XpressBees,1,Photo
DEL00016490,ORD0016490,TRK38422125,DELIVERED,2024-07-20,2024-07-24,XpressBees,1,OTP
DEL00016491,ORD0016491,TRK71265837,DELIVERED,2020-10-09,2020-10-08,Delhivery,1,OTP
DEL00016492,ORD0016492,TRK77023729,DELIVERED,2021-04-26,2021-04-26,Delhivery,1,Signature
DEL00016493,ORD0016493,TRK35298572,DELIVERED,2020-04-22,2020-04-23,Delhivery,1,OTP
DEL00016494,ORD0016494,TRK86359302,SHIPPED,2024-07-19,,BlueDart,1,
DEL00016495,ORD0016495,TRK15529267,SHIPPED,2021-03-13,,BlueDart,1,
DEL00016496,ORD0016496,TRK67439903,CANCELLED,2021-07-02,,Ecom Express,1,
DEL00016497,ORD0016497,TRK35356217,SHIPPED,2023-02-18,,XpressBees,1,
DEL00016498,ORD0016498,TRK30296729,DELIVERED,2023-01-20,2023-01-23,DTDC,1,Photo
DEL00016499,ORD0016499,TRK17909435,DELIVERED,2023-05-27,2023-05-24,DTDC,1,Photo
DEL00016500,ORD0016500,TRK22226779,SHIPPED,2024-04-26,,XpressBees,1,
DEL00016501,ORD0016501,TRK89517312,SHIPPED,2024-06-13,,DTDC,1,
DEL00016502,ORD0016502,TRK58155318,DELIVERED,2024-04-17,2024-04-15,BlueDart,1,OTP
DEL00016503,ORD0016503,TRK11440094,SHIPPED,2024-10-20,,Delhivery,1,
DEL00016504,ORD0016504,TRK91383048,DELIVERED,2020-12-29,2021-01-01,Delhivery,1,Signature
DEL00016505,ORD0016505,TRK59403066,DELIVERED,2024-02-21,2024-02-25,Ecom Express,1,Signature
DEL00016506,ORD0016506,TRK17001870,DELIVERED,2021-01-09,2021-01-08,Ecom Express,1,Signature
DEL00016507,ORD0016507,TRK36592690,DELIVERED,2023-05-30,2023-05-24,BlueDart,1,Photo
DEL00016508,ORD0016508,TRK76776901,DELIVERED,2024-10-29,2024-10-28,DTDC,1,Photo
DEL00016509,ORD0016509,TRK60220993,DELIVERED,2022-11-09,2022-11-09,XpressBees,1,Signature
DEL00016510,ORD0016510,TRK96395209,CANCELLED,2022-08-19,,BlueDart,1,
DEL00016511,ORD0016511,TRK11683665,SHIPPED,2020-09-20,,Ecom Express,1,
DEL00016512,ORD0016512,TRK80204564,DELIVERED,2022-02-19,2022-02-21,Ecom Express,1,Signature
DEL00016513,ORD0016513,TRK55951696,DELIVERED,2024-01-29,2024-02-02,BlueDart,1,OTP
DEL00016514,ORD0016514,TRK40081899,DELIVERED,2020-05-05,2020-05-02,Ecom Express,1,Signature
DEL00016515,ORD0016515,TRK38941622,SHIPPED,2022-09-06,,DTDC,1,
DEL00016516,ORD0016516,TRK52277125,DELIVERED,2022-07-08,2022-07-04,BlueDart,1,Signature
DEL00016517,ORD0016517,TRK25879053,DELIVERED,2023-03-02,2023-03-02,BlueDart,1,OTP
DEL00016518,ORD0016518,TRK40162887,DELIVERED,2021-12-26,2021-12-27,Ecom Express,1,OTP
DEL00016519,ORD0016519,TRK48847878,DELIVERED,2021-06-13,2021-06-13,Ecom Express,1,Photo
DEL00016520,ORD0016520,TRK75860926,SHIPPED,2024-09-10,,DTDC,1,
DEL00016521,ORD0016521,TRK53660816,SHIPPED,2024-07-30,,XpressBees,1,
DEL00016522,ORD0016522,TRK59683260,SHIPPED,2020-11-24,,BlueDart,1,
DEL00016523,ORD0016523,TRK41034679,SHIPPED,2023-09-12,,XpressBees,1,
DEL00016524,ORD0016524,TRK39995853,DELIVERED,2024-03-15,2024-03-12,XpressBees,1,Signature
DEL00016525,ORD0016525,TRK42437782,DELIVERED,2024-04-03,2024-04-05,Delhivery,1,OTP
DEL00016526,ORD0016526,TRK58815597,DELIVERED,2022-12-14,2022-12-10,DTDC,1,OTP
DEL00016527,ORD0016527,TRK14398746,DELIVERED,2024-05-30,2024-06-02,DTDC,1,Photo
DEL00016528,ORD0016528,TRK85531670,DELIVERED,2020-03-15,2020-03-14,BlueDart,1,Photo
DEL00016529,ORD0016529,TRK52248078,DELIVERED,2021-01-29,2021-01-28,Ecom Express,1,Signature
DEL00016530,ORD0016530,TRK86472672,SHIPPED,2021-01-19,,BlueDart,1,
DEL00016531,ORD0016531,TRK41604673,DELIVERED,2020-01-22,2020-01-21,BlueDart,1,OTP
DEL00016532,ORD0016532,TRK85871999,DELIVERED,2024-01-06,2024-01-06,Delhivery,1,Signature
DEL00016533,ORD0016533,TRK61662197,DELIVERED,2022-04-28,2022-05-02,Delhivery,1,OTP
DEL00016534,ORD0016534,TRK36643929,SHIPPED,2022-05-25,,DTDC,1,
DEL00016535,ORD0016535,TRK25219557,DELIVERED,2021-07-28,2021-07-22,Ecom Express,1,Photo
DEL00016536,ORD0016536,TRK48374397,CANCELLED,2024-07-03,,Delhivery,1,
DEL00016537,ORD0016537,TRK50883438,DELIVERED,2020-05-15,2020-05-13,BlueDart,1,Signature
DEL00016538,ORD0016538,TRK44283361,DELIVERED,2024-05-08,2024-05-07,Delhivery,1,OTP
DEL00016539,ORD0016539,TRK87385141,CANCELLED,2023-06-27,,XpressBees,1,
DEL00016540,ORD0016540,TRK60291657,DELIVERED,2020-10-01,2020-10-05,XpressBees,1,OTP
DEL00016541,ORD0016541,TRK66703610,DELIVERED,2024-07-10,2024-07-07,XpressBees,1,Photo
DEL00016542,ORD0016542,TRK47056511,DELIVERED,2023-10-06,2023-10-06,DTDC,1,Signature
DEL00016543,ORD0016543,TRK92815275,DELIVERED,2021-05-04,2021-05-04,Ecom Express,1,OTP
DEL00016544,ORD0016544,TRK28315713,SHIPPED,2021-07-09,,DTDC,1,
DEL00016545,ORD0016545,TRK69165152,SHIPPED,2020-12-28,,Ecom Express,1,
DEL00016546,ORD0016546,TRK78310107,DELIVERED,2024-11-16,2024-11-16,Ecom Express,1,Signature
DEL00016547,ORD0016547,TRK44189640,DELIVERED,2023-09-08,2023-09-04,Delhivery,1,Photo
DEL00016548,ORD0016548,TRK64795033,SHIPPED,2024-07-18,,BlueDart,1,
DEL00016549,ORD0016549,TRK81206161,DELIVERED,2022-12-09,2022-12-08,XpressBees,1,OTP
DEL00016550,ORD0016550,TRK32636570,DELIVERED,2022-11-05,2022-11-01,Delhivery,1,Photo
DEL00016551,ORD0016551,TRK99312680,NOT_DISPATCHED,2020-08-26,,DTDC,1,
DEL00016552,ORD0016552,TRK52192239,DELIVERED,2020-02-10,2020-02-08,XpressBees,1,OTP
DEL00016553,ORD0016553,TRK46105058,DELIVERED,2021-02-20,2021-02-23,XpressBees,1,Signature
DEL00016554,ORD0016554,TRK81983532,RETURNED,2024-01-27,,Delhivery,1,
DEL00016555,ORD0016555,TRK30986825,DELIVERED,2022-10-27,2022-10-28,BlueDart,1,OTP
DEL00016556,ORD0016556,TRK49888967,DELIVERED,2020-02-20,2020-02-16,Delhivery,1,OTP
DEL00016557,ORD0016557,TRK17832602,DELIVERED,2021-07-24,2021-07-28,Delhivery,1,Signature
DEL00016558,ORD0016558,TRK24508426,DELIVERED,2024-05-03,2024-05-01,BlueDart,1,Signature
DEL00016559,ORD0016559,TRK44612536,DELIVERED,2023-07-09,2023-07-06,DTDC,1,Signature
DEL00016560,ORD0016560,TRK33369799,DELIVERED,2022-01-14,2022-01-16,XpressBees,1,Photo
DEL00016561,ORD0016561,TRK41061692,DELIVERED,2020-04-27,2020-04-28,Ecom Express,1,OTP
DEL00016562,ORD0016562,TRK13103405,DELIVERED,2024-11-10,2024-11-14,XpressBees,1,OTP
DEL00016563,ORD0016563,TRK48168595,DELIVERED,2021-02-05,2021-02-06,Ecom Express,1,Photo
DEL00016564,ORD0016564,TRK41767066,DELIVERED,2023-04-19,2023-04-17,Ecom Express,1,OTP
DEL00016565,ORD0016565,TRK33451858,DELIVERED,2023-07-08,2023-07-04,DTDC,1,Photo
DEL00016566,ORD0016566,TRK29771383,DELIVERED,2021-04-16,2021-04-16,Ecom Express,1,OTP
DEL00016567,ORD0016567,TRK41075804,DELIVERED,2023-07-28,2023-07-30,XpressBees,1,OTP
DEL00016568,ORD0016568,TRK43116324,RETURNED,2024-02-01,,BlueDart,1,
DEL00016569,ORD0016569,TRK91515740,DELIVERED,2022-04-30,2022-04-30,BlueDart,1,OTP
DEL00016570,ORD0016570,TRK20877245,SHIPPED,2021-05-18,,Delhivery,1,
DEL00016571,ORD0016571,TRK51579879,DELIVERED,2021-03-23,2021-03-18,Delhivery,1,Photo
DEL00016572,ORD0016572,TRK77960567,SHIPPED,2020-03-16,,DTDC,1,
DEL00016573,ORD0016573,TRK97837966,DELIVERED,2024-03-19,2024-03-15,BlueDart,1,Signature
DEL00016574,ORD0016574,TRK77676722,SHIPPED,2020-11-26,,Ecom Express,1,
DEL00016575,ORD0016575,TRK18643979,DELIVERED,2024-11-06,2024-11-07,DTDC,1,Signature
DEL00016576,ORD0016576,TRK36392985,DELIVERED,2020-03-09,2020-03-09,XpressBees,1,Signature
DEL00016577,ORD0016577,TRK43076557,DELIVERED,2020-11-01,2020-11-05,Ecom Express,1,Photo
DEL00016578,ORD0016578,TRK60495629,DELIVERED,2022-09-03,2022-09-04,DTDC,1,Photo
DEL00016579,ORD0016579,TRK68767315,DELIVERED,2021-04-30,2021-05-04,XpressBees,1,Photo
DEL00016580,ORD0016580,TRK41075761,DELIVERED,2022-07-21,2022-07-18,Delhivery,1,OTP
DEL00016581,ORD0016581,TRK73611295,SHIPPED,2024-04-27,,DTDC,1,
DEL00016582,ORD0016582,TRK25179444,DELIVERED,2023-12-17,2023-12-16,Delhivery,1,OTP
DEL00016583,ORD0016583,TRK33571528,DELIVERED,2023-04-04,2023-03-29,BlueDart,1,Photo
DEL00016584,ORD0016584,TRK23374634,DELIVERED,2020-06-04,2020-05-29,DTDC,1,Photo
DEL00016585,ORD0016585,TRK80459968,CANCELLED,2022-11-21,,Ecom Express,1,
DEL00016586,ORD0016586,TRK98513809,DELIVERED,2022-09-16,2022-09-15,XpressBees,1,OTP
