ReturnID,OrderID,CustomerID,ReturnStatus,ReturnReason,RequestedDate,ApprovedDate
RET00000614,ORD0018777,CUST018777,PICKUP_SCHEDULED,Wrong item,2023-03-14,2023-03-14
RET00000615,ORD0018808,CUST018808,REQUESTED,Wrong item,2023-05-27,
RET00000616,ORD0018941,CUST018941,REQUESTED,Missing item,2021-12-22,
RET00000617,ORD0018955,CUST018955,REQUESTED,Product issue,2021-11-24,
RET00000618,ORD0018992,CUST018992,COMPLETED,Missing item,2020-01-24,2020-01-24
RET00000619,ORD0019016,CUST019016,COMPLETED,Wrong item,2024-05-27,2024-05-27
RET00000620,ORD0019039,CUST019039,COMPLETED,Not needed,2020-12-07,2020-12-07
RET00000621,ORD0019047,CUST019047,APPROVED,Damaged item,2020-09-12,2020-09-12
RET00000622,ORD0019194,CUST019194,COMPLETED,Damaged item,2023-10-05,2023-10-05
RET00000623,ORD0019223,CUST019223,REQUESTED,Product issue,2020-06-05,
RET00000624,ORD0019225,CUST019225,APPROVED,Damaged item,2024-05-15,2024-05-15
RET00000625,ORD0019231,CUST019231,PICKUP_SCHEDULED,Damaged item,2024-11-15,2024-11-15
RET00000626,ORD0019239,CUST019239,COMPLETED,Product issue,2024-07-06,2024-07-06
RET00000627,ORD0019306,CUST019306,REQUESTED,Wrong item,2024-11-09,
RET00000628,ORD0019380,CUST019380,COMPLETED,Missing item,2024-02-15,2024-02-15
RET00000629,ORD0019438,CUST019438,APPROVED,Not needed,2024-03-28,2024-03-28
RET00000630,ORD0019445,CUST019445,REQUESTED,Not needed,2023-06-13,
RET00000631,ORD0019484,CUST019484,REQUESTED,Missing item,2023-07-05,
RET00000632,ORD0019515,CUST019515,COMPLETED,Damaged item,2020-06-01,2020-06-01
RET00000633,ORD0019521,CUST019521,RECEIVED,Damaged item,2022-08-12,2022-08-12
RET00000634,ORD0019540,CUST019540,COMPLETED,Not needed,2021-11-28,2021-11-28
RET00000635,ORD0019654,CUST019654,RECEIVED,Wrong item,2024-05-17,2024-05-17
RET00000636,ORD0019678,CUST019678,REQUESTED,Wrong item,2020-04-14,
RET00000637,ORD0019721,CUST019721,COMPLETED,Wrong item,2021-05-17,2021-05-17
RET00000638,ORD0019831,CUST019831,COMPLETED,Wrong item,2020-09-15,2020-09-15
RET00000639,ORD0019869,CUST019869,PICKUP_SCHEDULED,Damaged item,2020-10-25,2020-10-25
RET00000640,ORD0019965,CUST019965,RECEIVED,Product issue,2020-01-31,2020-01-31
RET00000641,ORD0020015,CUST020015,PICKUP_SCHEDULED,Not needed,2021-03-24,2021-03-24
RET00000642,ORD0020027,CUST020027,REQUESTED,Not needed,2021-04-27,
RET00000643,ORD0020045,CUST020045,REQUESTED,Missing item,2024-09-21,
RET00000644,ORD0020061,CUST020061,APPROVED,Damaged item,2020-08-04,2020-08-04
RET00000645,ORD0020106,CUST020106,RECEIVED,Product issue,2022-03-29,2022-03-29
RET00000646,ORD0020137,CUST020137,COMPLETED,Not needed,2024-05-08,2024-05-08
RET00000647,ORD0020153,CUST020153,REQUESTED,Wrong item,2022-09-14,
RET00000648,ORD0020222,CUST020222,APPROVED,Missing item,2024-01-08,2024-01-08
RET00000649,ORD0020248,CUST020248,RECEIVED,Wrong item,2022-02-28,2022-02-28
RET00000650,ORD0020276,CUST020276,APPROVED,Not needed,2022-12-03,2022-12-03
RET00000651,ORD0020370,CUST020370,REQUESTED,Damaged item,2024-06-07,
RET00000652,ORD0020379,CUST020379,PICKUP_SCHEDULED,Product issue,2020-11-14,2020-11-14
RET00000653,ORD0020395,CUST020395,COMPLETED,Not needed,2023-03-21,2023-03-21
RET00000654,ORD0020404,CUST020404,COMPLETED,Wrong item,2024-12-25,2024-12-25
RET00000655,ORD0020419,CUST020419,REQUESTED,Damaged item,2020-03-17,
RET00000656,ORD0020447,CUST020447,COMPLETED,Wrong item,2024-10-06,2024-10-06
RET00000657,ORD0020484,CUST020484,RECEIVED,Wrong item,2023-03-07,2023-03-07
RET00000658,ORD0020494,CUST020494,COMPLETED,Missing item,2023-09-05,2023-09-05
RET00000659,ORD0020530,CUST020530,COMPLETED,Not needed,2021-02-24,2021-02-24
RET00000660,ORD0020602,CUST020602,PICKUP_SCHEDULED,Not needed,2020-12-17,2020-12-17
RET00000661,ORD0020611,CUST020611,RECEIVED,Product issue,2021-06-01,2021-06-01
RET00000662,ORD0020612,CUST020612,RECEIVED,Product issue,2023-07-07,2023-07-07
RET00000663,ORD0020623,CUST020623,COMPLETED,Damaged item,2024-09-05,2024-09-05
RET00000664,ORD0020641,CUST020641,RECEIVED,Product issue,2022-07-19,2022-07-19
RET00000665,ORD0020727,CUST020727,PICKUP_SCHEDULED,Product issue,2021-02-15,2021-02-15
RET00000666,ORD0020843,CUST020843,RECEIVED,Not needed,2022-09-09,2022-09-09
RET00000667,ORD0020844,CUST020844,APPROVED,Wrong item,2022-11-18,2022-11-18
RET00000668,ORD0020858,CUST020858,RECEIVED,Damaged item,2024-06-10,2024-06-10
RET00000669,ORD0020861,CUST020861,RECEIVED,Damaged item,2021-09-01,2021-09-01
RET00000670,ORD0020890,CUST020890,PICKUP_SCHEDULED,Wrong item,2024-02-08,2024-02-08
RET00000671,ORD0020994,CUST020994,RECEIVED,Damaged item,2024-06-15,2024-06-15
RET00000672,ORD0021069,CUST021069,COMPLETED,Wrong item,2021-03-30,2021-03-30
RET00000673,ORD0021104,CUST021104,APPROVED,Damaged item,2021-04-22,2021-04-22
RET00000674,ORD0021175,CUST021175,REQUESTED,Not needed,2024-01-26,
RET00000675,ORD0021211,CUST021211,REQUESTED,Damaged item,2022-09-15,
RET00000676,ORD0021230,CUST021230,RECEIVED,Missing item,2022-05-19,2022-05-19
RET00000677,ORD0021287,CUST021287,COMPLETED,Product issue,2020-04-19,2020-04-19
RET00000678,ORD0021311,CUST021311,APPROVED,Not needed,2023-10-06,2023-10-06
RET00000679,ORD0021362,CUST021362,APPROVED,Product issue,2021-09-21,2021-09-21
RET00000680,ORD0021399,CUST021399,RECEIVED,Wrong item,2020-02-17,2020-02-17
RET00000681,ORD0021461,CUST021461,REQUESTED,Product issue,2022-02-09,
RET00000682,ORD0021465,CUST021465,RECEIVED,Damaged item,2022-05-28,2022-05-28
RET00000683,ORD0021478,CUST021478,RECEIVED,Product issue,2022-09-22,2022-09-22
RET00000684,ORD0021647,CUST021647,APPROVED,Missing item,2020-07-12,2020-07-12
RET00000685,ORD0021651,CUST021651,REQUESTED,Damaged item,2020-12-07,
RET00000686,ORD0021700,CUST021700,RECEIVED,Not needed,2023-09-28,2023-09-28
RET00000687,ORD0021723,CUST021723,REQUESTED,Product issue,2024-11-05,
RET00000688,ORD0021741,CUST021741,RECEIVED,Missing item,2021-09-19,2021-09-19
RET00000689,ORD0021753,CUST021753,COMPLETED,Damaged item,2020-05-01,2020-05-01
RET00000690,ORD0021815,CUST021815,REQUESTED,Missing item,2021-09-06,
RET00000691,ORD0021833,CUST021833,REQUESTED,Missing item,2023-06-04,
RET00000692,ORD0021879,CUST021879,COMPLETED,Product issue,2023-04-23,2023-04-23
RET00000693,ORD0021888,CUST021888,REQUESTED,Wrong item,2024-03-12,
RET00000694,ORD0021901,CUST021901,PICKUP_SCHEDULED,Not needed,2021-03-28,2021-03-28
RET00000695,ORD0021926,CUST021926,PICKUP_SCHEDULED,Not needed,2021-02-03,2021-02-03
RET00000696,ORD0022011,CUST022011,COMPLETED,Not needed,2021-09-08,2021-09-08
RET00000697,ORD0022115,CUST022115,COMPLETED,Wrong item,2020-01-24,2020-01-24
RET00000698,ORD0022125,CUST022125,REQUESTED,Not needed,2021-09-29,
RET00000699,ORD0022161,CUST022161,APPROVED,Damaged item,2024-07-12,2024-07-12
RET00000700,ORD0022293,CUST022293,COMPLETED,Wrong item,2020-01-04,2020-01-04
RET00000701,ORD0022352,CUST022352,REQUESTED,Missing item,2021-12-01,
RET00000702,ORD0022440,CUST022440,COMPLETED,Not needed,2024-11-30,2024-11-30
RET00000703,ORD0022447,CUST022447,REQUESTED,Damaged item,2024-12-16,
RET00000704,ORD0022452,CUST022452,RECEIVED,Damaged item,2022-12-02,2022-12-02
RET00000705,ORD0022512,CUST022512,REQUESTED,Missing item,2020-03-17,
RET00000706,ORD0022524,CUST022524,COMPLETED,Product issue,2020-11-03,2020-11-03
RET00000707,ORD0022528,CUST022528,APPROVED,Not needed,2021-11-21,2021-11-21
RET00000708,ORD0022662,CUST022662,APPROVED,Product issue,2024-10-04,2024-10-04
RET00000709,ORD0022707,CUST022707,PICKUP_SCHEDULED,Missing item,2021-10-15,2021-10-15
RET00000710,ORD0022709,CUST022709,RECEIVED,Missing item,2020-10-11,2020-10-11
RET00000711,ORD0022766,CUST022766,RECEIVED,Wrong item,2021-08-17,2021-08-17
RET00000712,ORD0022870,CUST022870,RECEIVED,Missing item,2022-11-19,2022-11-19
RET00000713,ORD0022892,CUST022892,APPROVED,Wrong item,2024-05-15,2024-05-15
RET00000714,ORD0022933,CUST022933,REQUESTED,Product issue,2022-04-05,
RET00000715,ORD0023108,CUST023108,RECEIVED,Wrong item,2020-08-02,2020-08-02
RET00000716,ORD0023251,CUST023251,COMPLETED,Damaged item,2020-06-19,2020-06-19
RET00000717,ORD0023266,CUST023266,APPROVED,Product issue,2024-12-27,2024-12-27
RET00000718,ORD0023390,CUST023390,APPROVED,Damaged item,2020-03-19,2020-03-19
RET00000719,ORD0023406,CUST023406,RECEIVED,Product issue,2024-10-24,2024-10-24
RET00000720,ORD0023422,CUST023422,COMPLETED,Not needed,2022-04-05,2022-04-05
RET00000721,ORD0023436,CUST023436,RECEIVED,Product issue,2021-12-15,2021-12-15
RET00000722,ORD0023519,CUST023519,PICKUP_SCHEDULED,Product issue,2022-03-19,2022-03-19
RET00000723,ORD0023544,CUST023544,COMPLETED,Wrong item,2024-06-07,2024-06-07
RET00000724,ORD0023556,CUST023556,RECEIVED,Product issue,2024-02-29,2024-02-29
RET00000725,ORD0023615,CUST023615,RECEIVED,Damaged item,2022-03-24,2022-03-24
RET00000726,ORD0023719,CUST023719,COMPLETED,Damaged item,2023-08-07,2023-08-07
RET00000727,ORD0023733,CUST023733,COMPLETED,Missing item,2023-02-03,2023-02-03
RET00000728,ORD0023822,CUST023822,RECEIVED,Damaged item,2021-03-18,2021-03-18
RET00000729,ORD0023838,CUST023838,APPROVED,Product issue,2024-05-30,2024-05-30
RET00000730,ORD0023882,CUST023882,REQUESTED,Missing item,2022-09-12,
RET00000731,ORD0023898,CUST023898,COMPLETED,Damaged item,2020-08-05,2020-08-05
RET00000732,ORD0023951,CUST023951,COMPLETED,Product issue,2024-08-01,2024-08-01
RET00000733,ORD0023960,CUST023960,PICKUP_SCHEDULED,Product issue,2022-06-12,2022-06-12
RET00000734,ORD0023974,CUST023974,APPROVED,Missing item,2024-06-15,2024-06-15
RET00000735,ORD0024020,CUST024020,PICKUP_SCHEDULED,Damaged item,2023-04-15,2023-04-15
RET00000736,ORD0024064,CUST024064,APPROVED,Not needed,2021-09-05,2021-09-05
RET00000737,ORD0024078,CUST024078,APPROVED,Damaged item,2021-10-14,2021-10-14
RET00000738,ORD0024199,CUST024199,COMPLETED,Missing item,2022-05-10,2022-05-10
RET00000739,ORD0024244,CUST024244,PICKUP_SCHEDULED,Missing item,2021-10-08,2021-10-08
RET00000740,ORD0024246,CUST024246,RECEIVED,Not needed,2021-12-30,2021-12-30
RET00000741,ORD0024257,CUST024257,REQUESTED,Wrong item,2024-09-13,
RET00000742,ORD0024316,CUST024316,PICKUP_SCHEDULED,Product issue,2021-04-02,2021-04-02
RET00000743,ORD0024346,CUST024346,RECEIVED,Product issue,2020-10-21,2020-10-21
RET00000744,ORD0024379,CUST024379,REQUESTED,Damaged item,2021-10-16,
RET00000745,ORD0024438,CUST024438,APPROVED,Not needed,2022-03-24,2022-03-24
RET00000746,ORD0024439,CUST024439,RECEIVED,Damaged item,2020-06-27,2020-06-27
RET00000747,ORD0024473,CUST024473,REQUESTED,Product issue,2020-04-16,
RET00000748,ORD0024482,CUST024482,REQUESTED,Missing item,2020-04-04,
RET00000749,ORD0024512,CUST024512,COMPLETED,Missing item,2021-10-13,2021-10-13
RET00000750,ORD0024525,CUST024525,COMPLETED,Product issue,2021-04-27,2021-04-27
RET00000751,ORD0024596,CUST024596,COMPLETED,Damaged item,2022-03-25,2022-03-25
RET00000752,ORD0024603,CUST024603,COMPLETED,Damaged item,2020-12-13,2020-12-13
RET00000753,ORD0024706,CUST024706,COMPLETED,Missing item,2022-01-24,2022-01-24
RET00000754,ORD0024734,CUST024734,COMPLETED,Product issue,2021-02-20,2021-02-20
RET00000755,ORD0024747,CUST024747,COMPLETED,Damaged item,2020-08-03,2020-08-03
RET00000756,ORD0024762,CUST024762,RECEIVED,Product issue,2024-06-14,2024-06-14
RET00000757,ORD0024766,CUST024766,PICKUP_SCHEDULED,Damaged item,2024-11-26,2024-11-26
RET00000758,ORD0024790,CUST024790,REQUESTED,Missing item,2023-12-31,
RET00000759,ORD0024813,CUST024813,APPROVED,Wrong item,2023-01-10,2023-01-10
RET00000760,ORD0024817,CUST024817,REQUESTED,Damaged item,2024-06-14,
RET00000761,ORD0024878,CUST024878,REQUESTED,Wrong item,2020-08-20,
RET00000762,ORD0024907,CUST024907,COMPLETED,Missing item,2021-02-02,2021-02-02
RET00000763,ORD0024919,CUST024919,COMPLETED,Damaged item,2023-07-15,2023-07-15
RET00000764,ORD0024997,CUST024997,REQUESTED,Product issue,2021-05-30,
RET00000765,ORD0025008,CUST025008,REQUESTED,Product issue,2024-11-18,
RET00000766,ORD0025019,CUST025019,RECEIVED,Missing item,2020-05-05,2020-05-05
RET00000767,ORD0025160,CUST025160,COMPLETED,Missing item,2022-10-10,2022-10-10
RET00000768,ORD0025196,CUST025196,APPROVED,Damaged item,2022-11-08,2022-11-08
RET00000769,ORD0025214,CUST025214,COMPLETED,Product issue,2020-03-09,2020-03-09
RET00000770,ORD0025280,CUST025280,COMPLETED,Missing item,2024-03-10,2024-03-10
RET00000771,ORD0025326,CUST025326,RECEIVED,Wrong item,2021-10-10,2021-10-10
RET00000772,ORD0025336,CUST025336,PICKUP_SCHEDULED,Product issue,2021-01-25,2021-01-25
RET00000773,ORD0025400,CUST025400,RECEIVED,Damaged item,2020-08-31,2020-08-31
RET00000774,ORD0025427,CUST025427,COMPLETED,Damaged item,2024-06-22,2024-06-22
RET00000775,ORD0025428,CUST025428,COMPLETED,Not needed,2024-08-13,2024-08-13
RET00000776,ORD0025515,CUST025515,COMPLETED,Product issue,2022-10-28,2022-10-28
RET00000777,ORD0025588,CUST025588,RECEIVED,Product issue,2020-02-18,2020-02-18
RET00000778,ORD0025606,CUST025606,RECEIVED,Product issue,2021-07-13,2021-07-13
RET00000779,ORD0025815,CUST025815,PICKUP_SCHEDULED,Not needed,2021-06-14,2021-06-14
RET00000780,ORD0025823,CUST025823,PICKUP_SCHEDULED,Damaged item,2021-03-21,2021-03-21
RET00000781,ORD0025827,CUST025827,RECEIVED,Not needed,2020-07-14,2020-07-14
RET00000782,ORD0025836,CUST025836,COMPLETED,Not needed,2021-09-21,2021-09-21
RET00000783,ORD0025957,CUST025957,REQUESTED,Wrong item,2023-07-17,
RET00000784,ORD0025988,CUST025988,COMPLETED,Not needed,2024-12-27,2024-12-27
RET00000785,ORD0026004,CUST026004,RECEIVED,Product issue,2021-05-14,2021-05-14
RET00000786,ORD0026071,CUST026071,COMPLETED,Damaged item,2023-03-19,2023-03-19
RET00000787,ORD0026135,CUST026135,APPROVED,Damaged item,2022-05-27,2022-05-27
RET00000788,ORD0026139,CUST026139,COMPLETED,Missing item,2024-10-05,2024-10-05
RET00000789,ORD0026147,CUST026147,RECEIVED,Wrong item,2020-09-19,2020-09-19
RET00000790,ORD0026188,CUST026188,PICKUP_SCHEDULED,Missing item,2023-04-29,2023-04-29
RET00000791,ORD0026191,CUST026191,COMPLETED,Not needed,2023-06-27,2023-06-27
RET00000792,ORD0026233,CUST026233,APPROVED,Not needed,2023-03-05,2023-03-05
RET00000793,ORD0026254,CUST026254,REQUESTED,Not needed,2020-03-20,
RET00000794,ORD0026284,CUST026284,REQUESTED,Missing item,2022-03-06,
RET00000795,ORD0026307,CUST026307,APPROVED,Not needed,2024-01-24,2024-01-24
RET00000796,ORD0026315,CUST026315,COMPLETED,Wrong item,2022-12-22,2022-12-22
RET00000797,ORD0026342,CUST026342,COMPLETED,Not needed,2023-07-10,2023-07-10
RET00000798,ORD0026459,CUST026459,REQUESTED,Missing item,2022-11-10,
RET00000799,ORD0026616,CUST026616,COMPLETED,Not needed,2021-04-04,2021-04-04
RET00000800,ORD0026634,CUST026634,APPROVED,Wrong item,2023-03-30,2023-03-30
RET00000801,ORD0026642,CUST026642,PICKUP_SCHEDULED,Wrong item,2024-08-07,2024-08-07
RET00000802,ORD0026693,CUST026693,PICKUP_SCHEDULED,Product issue,2021-04-26,2021-04-26
RET00000803,ORD0026695,CUST026695,APPROVED,Wrong item,2021-05-25,2021-05-25
RET00000804,ORD0026751,CUST026751,APPROVED,Wrong item,2022-01-16,2022-01-16
RET00000805,ORD0026763,CUST026763,COMPLETED,Damaged item,2020-09-20,2020-09-20
RET00000806,ORD0026772,CUST026772,REQUESTED,Not needed,2024-08-01,
RET00000807,ORD0026801,CUST026801,COMPLETED,Wrong item,2023-05-07,2023-05-07
RET00000808,ORD0026835,CUST026835,COMPLETED,Damaged item,2024-12-10,2024-12-10
RET00000809,ORD0026860,CUST026860,PICKUP_SCHEDULED,Not needed,2024-02-20,2024-02-20
RET00000810,ORD0026863,CUST026863,COMPLETED,Damaged item,2022-07-07,2022-07-07
RET00000811,ORD0026893,CUST026893,COMPLETED,Product issue,2021-03-25,2021-03-25
RET00000812,ORD0026904,CUST026904,COMPLETED,Wrong item,2022-04-14,2022-04-14
RET00000813,ORD0026983,CUST026983,COMPLETED,Missing item,2023-08-13,2023-08-13
RET00000814,ORD0026986,CUST026986,PICKUP_SCHEDULED,Damaged item,2024-12-13,2024-12-13
RET00000815,ORD0027005,CUST027005,RECEIVED,Product issue,2023-07-28,2023-07-28
RET00000816,ORD0027013,CUST027013,PICKUP_SCHEDULED,Product issue,2022-04-10,2022-04-10
RET00000817,ORD0027029,CUST027029,PICKUP_SCHEDULED,Wrong item,2023-05-28,2023-05-28
RET00000818,ORD0027033,CUST027033,REQUESTED,Missing item,2024-11-03,
RET00000819,ORD0027044,CUST027044,COMPLETED,Wrong item,2021-01-17,2021-01-17
RET00000820,ORD0027079,CUST027079,RECEIVED,Damaged item,2024-08-01,2024-08-01
RET00000821,ORD0027088,CUST027088,APPROVED,Missing item,2020-01-31,2020-01-31
RET00000822,ORD0027137,CUST027137,PICKUP_SCHEDULED,Product issue,2020-03-03,2020-03-03
RET00000823,ORD0027230,CUST027230,COMPLETED,Damaged item,2022-03-07,2022-03-07
RET00000824,ORD0027328,CUST027328,PICKUP_SCHEDULED,Not needed,2021-10-25,2021-10-25
RET00000825,ORD0027335,CUST027335,REQUESTED,Product issue,2020-05-30,
RET00000826,ORD0027359,CUST027359,PICKUP_SCHEDULED,Missing item,2022-01-13,2022-01-13
RET00000827,ORD0027385,CUST027385,RECEIVED,Missing item,2020-06-24,2020-06-24
RET00000828,ORD0027393,CUST027393,APPROVED,Product issue,2020-07-20,2020-07-20
RET00000829,ORD0027410,CUST027410,REQUESTED,Damaged item,2020-06-22,
RET00000830,ORD0027526,CUST027526,RECEIVED,Product issue,2021-12-30,2021-12-30
RET00000831,ORD0027541,CUST027541,COMPLETED,Wrong item,2022-05-12,2022-05-12
RET00000832,ORD0027548,CUST027548,RECEIVED,Wrong item,2020-12-13,2020-12-13
RET00000833,ORD0027668,CUST027668,RECEIVED,Not needed,2022-03-13,2022-03-13
RET00000834,ORD0027719,CUST027719,COMPLETED,Missing item,2022-10-23,2022-10-23
RET00000835,ORD0027756,CUST027756,COMPLETED,Damaged item,2021-05-09,2021-05-09
RET00000836,ORD0027758,CUST027758,RECEIVED,Damaged item,2023-04-07,2023-04-07
RET00000837,ORD0027777,CUST027777,COMPLETED,Product issue,2022-05-31,2022-05-31
RET00000838,ORD0027792,CUST027792,PICKUP_SCHEDULED,Not needed,2022-09-15,2022-09-15
RET00000839,ORD0027842,CUST027842,RECEIVED,Not needed,2021-11-30,2021-11-30
RET00000840,ORD0027849,CUST027849,RECEIVED,Product issue,2024-10-18,2024-10-18
RET00000841,ORD0027875,CUST027875,COMPLETED,Product issue,2024-05-10,2024-05-10
RET00000842,ORD0027882,CUST027882,REQUESTED,Product issue,2022-03-08,
RET00000843,ORD0027896,CUST027896,COMPLETED,Wrong item,2020-01-09,2020-01-09
RET00000844,ORD0027972,CUST027972,COMPLETED,Wrong item,2021-07-26,2021-07-26
RET00000845,ORD0027999,CUST027999,COMPLETED,Not needed,2021-02-21,2021-02-21
RET00000846,ORD0028010,CUST028010,COMPLETED,Product issue,2023-01-23,2023-01-23
RET00000847,ORD0028017,CUST028017,APPROVED,Product issue,2023-02-08,2023-02-08
RET00000848,ORD0028021,CUST028021,APPROVED,Not needed,2024-08-21,2024-08-21
RET00000849,ORD0028027,CUST028027,RECEIVED,Damaged item,2020-08-14,2020-08-14
RET00000850,ORD0028144,CUST028144,REQUESTED,Missing item,2021-02-20,
RET00000851,ORD0028161,CUST028161,PICKUP_SCHEDULED,Wrong item,2024-11-06,2024-11-06
RET00000852,ORD0028174,CUST028174,RECEIVED,Damaged item,2022-04-12,2022-04-12
RET00000853,ORD0028187,CUST028187,COMPLETED,Damaged item,2022-03-25,2022-03-25
RET00000854,ORD0028209,CUST028209,COMPLETED,Wrong item,2020-07-12,2020-07-12
RET00000855,ORD0028233,CUST028233,COMPLETED,Wrong item,2020-04-17,2020-04-17
RET00000856,ORD0028234,CUST028234,RECEIVED,Product issue,2023-09-01,2023-09-01
RET00000857,ORD0028268,CUST028268,COMPLETED,Missing item,2024-07-09,2024-07-09
RET00000858,ORD0028286,CUST028286,REQUESTED,Missing item,2020-08-26,
RET00000859,ORD0028318,CUST028318,RECEIVED,Product issue,2020-01-04,2020-01-04
RET00000860,ORD0028340,CUST028340,APPROVED,Wrong item,2021-07-28,2021-07-28
RET00000861,ORD0028393,CUST028393,REQUESTED,Damaged item,2021-05-21,
RET00000862,ORD0028444,CUST028444,PICKUP_SCHEDULED,Missing item,2022-07-07,2022-07-07
RET00000863,ORD0028464,CUST028464,APPROVED,Product issue,2024-03-01,2024-03-01
RET00000864,ORD0028467,CUST028467,REQUESTED,Damaged item,2021-03-01,
RET00000865,ORD0028470,CUST028470,REQUESTED,Not needed,2022-03-01,
RET00000866,ORD0028504,CUST028504,REQUESTED,Not needed,2024-05-15,
RET00000867,ORD0028518,CUST028518,RECEIVED,Wrong item,2020-11-07,2020-11-07
RET00000868,ORD0028530,CUST028530,COMPLETED,Product issue,2022-12-13,2022-12-13
RET00000869,ORD0028569,CUST028569,COMPLETED,Product issue,2021-05-27,2021-05-27
RET00000870,ORD0028572,CUST028572,COMPLETED,Product issue,2022-10-21,2022-10-21
RET00000871,ORD0028586,CUST028586,RECEIVED,Damaged item,2023-06-11,2023-06-11
RET00000872,ORD0028619,CUST028619,COMPLETED,Not needed,2022-06-23,2022-06-23
RET00000873,ORD0028639,CUST028639,COMPLETED,Missing item,2022-12-06,2022-12-06
RET00000874,ORD0028654,CUST028654,RECEIVED,Product issue,2022-06-17,2022-06-17
RET00000875,ORD0028675,CUST028675,COMPLETED,Product issue,2022-03-14,2022-03-14
RET00000876,ORD0028735,CUST028735,APPROVED,Not needed,2020-12-17,2020-12-17
RET00000877,ORD0028757,CUST028757,PICKUP_SCHEDULED,Missing item,2023-07-08,2023-07-08
RET00000878,ORD0028795,CUST028795,RECEIVED,Wrong item,2020-08-15,2020-08-15
RET00000879,ORD0028820,CUST028820,COMPLETED,Damaged item,2020-05-04,2020-05-04
RET00000880,ORD0028893,CUST028893,RECEIVED,Missing item,2020-03-10,2020-03-10
RET00000881,ORD0028930,CUST028930,APPROVED,Missing item,2021-08-16,2021-08-16
RET00000882,ORD0028932,CUST028932,APPROVED,Wrong item,2024-09-27,2024-09-27
RET00000883,ORD0028935,CUST028935,APPROVED,Product issue,2021-07-05,2021-07-05
RET00000884,ORD0028948,CUST028948,COMPLETED,Missing item,2023-02-09,2023-02-09
RET00000885,ORD0028974,CUST028974,PICKUP_SCHEDULED,Wrong item,2023-05-11,2023-05-11
RET00000886,ORD0029002,CUST029002,COMPLETED,Wrong item,2022-06-26,2022-06-26
RET00000887,ORD0029064,CUST029064,PICKUP_SCHEDULED,Not needed,2020-04-19,2020-04-19
RET00000888,ORD0029073,CUST029073,RECEIVED,Not needed,2024-02-16,2024-02-16
RET00000889,ORD0029075,CUST029075,RECEIVED,Damaged item,2021-01-23,2021-01-23
RET00000890,ORD0029214,CUST029214,RECEIVED,Missing item,2023-10-12,2023-10-12
RET00000891,ORD0029227,CUST029227,COMPLETED,Not needed,2020-05-29,2020-05-29
RET00000892,ORD0029291,CUST029291,APPROVED,Product issue,2024-04-14,2024-04-14
RET00000893,ORD0029382,CUST029382,REQUESTED,Not needed,2021-05-26,
RET00000894,ORD0029444,CUST029444,PICKUP_SCHEDULED,Damaged item,2022-05-13,2022-05-13
RET00000895,ORD0029452,CUST029452,COMPLETED,Damaged item,2022-05-11,2022-05-11
RET00000896,ORD0029527,CUST029527,COMPLETED,Product issue,2022-08-06,2022-08-06
RET00000897,ORD0029538,CUST029538,REQUESTED,Wrong item,2023-12-14,
RET00000898,ORD0029564,CUST029564,RECEIVED,Damaged item,2023-12-17,2023-12-17
RET00000899,ORD0029599,CUST029599,COMPLETED,Missing item,2024-04-22,2024-04-22
RET00000900,ORD0029601,CUST029601,RECEIVED,Missing item,2021-04-11,2021-04-11
RET00000901,ORD0029630,CUST029630,COMPLETED,Product issue,2023-04-18,2023-04-18
RET00000902,ORD0029639,CUST029639,COMPLETED,Wrong item,2020-03-17,2020-03-17
RET00000903,ORD0029708,CUST029708,COMPLETED,Damaged item,2021-03-05,2021-03-05
RET00000904,ORD0029722,CUST029722,REQUESTED,Product issue,2022-10-10,
RET00000905,ORD0029759,CUST029759,COMPLETED,Product issue,2024-04-03,2024-04-03
RET00000906,ORD0029787,CUST029787,PICKUP_SCHEDULED,Wrong item,2024-11-22,2024-11-22
RET00000907,ORD0029827,CUST029827,RECEIVED,Product issue,2023-09-15,2023-09-15
RET00000908,ORD0029829,CUST029829,COMPLETED,Wrong item,2024-06-02,2024-06-02
RET00000909,ORD0029838,CUST029838,COMPLETED,Missing item,2023-12-29,2023-12-29
RET00000910,ORD0029882,CUST029882,APPROVED,Not needed,2023-09-12,2023-09-12
RET00000911,ORD0029896,CUST029896,APPROVED,Not needed,2021-09-03,2021-09-03
RET00000912,ORD0029899,CUST029899,PICKUP_SCHEDULED,Damaged item,2021-03-20,2021-03-20
RET00000913,ORD0029913,CUST029913,COMPLETED,Not needed,2021-01-04,2021-01-04
RET00000914,ORD0029923,CUST029923,PICKUP_SCHEDULED,Wrong item,2024-08-18,2024-08-18
RET00000915,ORD0029937,CUST029937,COMPLETED,Wrong item,2024-06-28,2024-06-28
RET00000916,ORD0029966,CUST029966,PICKUP_SCHEDULED,Wrong item,2022-05-24,2022-05-24
RET00000917,ORD0030012,CUST030012,PICKUP_SCHEDULED,Not needed,2021-02-18,2021-02-18
RET00000918,ORD0030066,CUST030066,REQUESTED,Product issue,2024-05-30,
RET00000919,ORD0030270,CUST030270,RECEIVED,Missing item,2022-08-06,2022-08-06
RET00000920,ORD0030354,CUST030354,PICKUP_SCHEDULED,Missing item,2024-02-14,2024-02-14
RET00000921,ORD0030358,CUST030358,COMPLETED,Damaged item,2023-01-17,2023-01-17
